Lab_ID	Sample_ID	Sample_Collection_Date	Sample_Site	Variant_name	Variant_proportion	Pipeline_date
LAB0000111	1000110	2024-02-29	A	JN.1.8.1	0.09705054	2024-03-07
LAB0000111	1000110	2024-02-29	A	JN.1.7	0.06527817	2024-03-07
LAB0000111	1000110	2024-02-29	A	JN.1.4.3	0.06235184	2024-03-07
LAB0000111	1000110	2024-02-29	A	JN.1.8	0.03295962	2024-03-07
LAB0000111	1000110	2024-02-29	A	JN.1.4.2	0.00183967	2024-03-07
LAB0000111	1000110	2024-02-29	A	JN.1.17	0.0008739	2024-03-07
LAB0000111	1000110	2024-02-29	A	JN.1.19	0.00117463	2024-03-07
LAB0000111	1000110	2024-02-29	A	unreportable	0.00866829	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1	0.88202059	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.4.3	0.06866365	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.16	0.02971438	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.21	0.00302474	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.8.1	0.0037635	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.14	0.00144031	2024-03-07
LAB0000112	1000111	2024-02-29	C	KP.1	0.001173	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.23	0.0008985	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.15	0.00119777	2024-03-07
LAB0000112	1000111	2024-02-29	C	JN.1.4.2	0.00099575	2024-03-07
LAB0000112	1000111	2024-02-29	C	unreportable	0.00710779	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1	0.63214952	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.4	0.31211933	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.8	0.04071113	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.6	0.00206207	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.23	0.00066543	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.19	0.00101013	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.4.3	0.00107733	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.4.2	0.00075593	2024-03-07
LAB0000113	1000112	2024-02-29	W	JN.1.8.1	0.00048003	2024-03-07
LAB0000113	1000112	2024-02-29	W	unreportable	0.00896909	2024-03-07
LAB0000114	1000113	2024-02-29	B	JN.1	0.98017727	2024-03-07
LAB0000114	1000113	2024-02-29	B	XDP	0.00626268	2024-03-07
LAB0000114	1000113	2024-02-29	B	JN.1.19	0.00194097	2024-03-07
LAB0000114	1000113	2024-02-29	B	BA.2.86.3	0.00212551	2024-03-07
LAB0000114	1000113	2024-02-29	B	JN.9	0.00078736	2024-03-07
LAB0000114	1000113	2024-02-29	B	JN.1.25	0.00061309	2024-03-07
LAB0000114	1000113	2024-02-29	B	unreportable	0.00809312	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.4.2	0.48475157	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.4.3	0.28550207	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1	0.09310123	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.16	0.10243003	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.7	0.02202526	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.8.1	0.00234289	2024-03-07
LAB0000115	1000114	2024-03-01	E	XDP	0.00179012	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.23	0.00157417	2024-03-07
LAB0000115	1000114	2024-03-01	E	KP.1	0.00115354	2024-03-07
LAB0000115	1000114	2024-03-01	E	JN.1.19	0.00122771	2024-03-07
LAB0000115	1000114	2024-03-01	E	unreportable	0.00410141	2024-03-07
LAB0000116	1000115	2024-03-01	K	JN.1.7	0.4566244	2024-03-07
LAB0000116	1000115	2024-03-01	K	JN.1.15	0.23122035	2024-03-07
LAB0000116	1000115	2024-03-01	K	JN.1	0.22317876	2024-03-07
LAB0000116	1000115	2024-03-01	K	JN.1.8.1	0.04243611	2024-03-07
LAB0000116	1000115	2024-03-01	K	JN.1.8	0.03538719	2024-03-07
LAB0000116	1000115	2024-03-01	K	JN.1.5	0.00104926	2024-03-07
LAB0000116	1000115	2024-03-01	K	unreportable	0.01010393	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.18	0.74952812	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.9	0.07621922	2024-03-07
LAB0000117	1000116	2024-03-01	Y	KQ.1	0.0960729	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.8	0.05928751	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.1.3	0.00214738	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.16	0.00224468	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.13.1	0.00231318	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.4.2	0.00277515	2024-03-07
LAB0000117	1000116	2024-03-01	Y	JN.1.8.1	0.00135238	2024-03-07
LAB0000117	1000116	2024-03-01	Y	unreportable	0.00805949	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1	0.35424818	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.9	0.11666973	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.8	0.17361526	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.4.3	0.11814763	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.7.2	0.12543074	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.5	0.04923811	2024-03-07
LAB0000118	1000117	2024-02-28	V	XDP	0.03378418	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.9.1	0.00595841	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.16	0.00418912	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.3	0.00287816	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.14	0.00206614	2024-03-07
LAB0000118	1000117	2024-02-28	V	KP.1	0.00183176	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.4.2	0.00168837	2024-03-07
LAB0000118	1000117	2024-02-28	V	XDK.1	0.00094234	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.8.1	0.00113399	2024-03-07
LAB0000118	1000117	2024-02-28	V	JN.1.19	0.0015805	2024-03-07
LAB0000118	1000117	2024-02-28	V	unreportable	0.00659738	2024-03-07
LAB0000119	1000118	2024-01-03	U	JN.1	0.59621653	2024-01-10
LAB0000119	1000118	2024-01-03	U	JN.1.1.1	0.06555598	2024-01-10
LAB0000119	1000118	2024-01-03	U	JD.1	0.06334527	2024-01-10
LAB0000119	1000118	2024-01-03	U	EG.5.1.8	0.05158011	2024-01-10
LAB0000119	1000118	2024-01-03	U	JN.1.1	0.01963092	2024-01-10
LAB0000119	1000118	2024-01-03	U	EG.5.1.6	0.01764736	2024-01-10
LAB0000119	1000118	2024-01-03	U	GK.1.1	0.01155488	2024-01-10
LAB0000119	1000118	2024-01-03	U	BA.2.86.1	0.01177808	2024-01-10
LAB0000119	1000118	2024-01-03	U	BA.2.12	0.00966643	2024-01-10
LAB0000119	1000118	2024-01-03	U	XBB.1.16.6	0.01192304	2024-01-10
LAB0000119	1000118	2024-01-03	U	JF.1.1	0.0071138	2024-01-10
LAB0000119	1000118	2024-01-03	U	EG.2.3	0.00253579	2024-01-10
LAB0000119	1000118	2024-01-03	U	JD.1.1.6	0.002819	2024-01-10
LAB0000119	1000118	2024-01-03	U	FW.1	0.00294152	2024-01-10
LAB0000119	1000118	2024-01-03	U	EG.5.2.3	0.0024894	2024-01-10
LAB0000119	1000118	2024-01-03	U	HV.1.7	0.00234013	2024-01-10
LAB0000119	1000118	2024-01-03	U	XBB.1.48	0.00163346	2024-01-10
LAB0000119	1000118	2024-01-03	U	XAJ	0.00163991	2024-01-10
LAB0000119	1000118	2024-01-03	U	KB.3	0.00123933	2024-01-10
LAB0000119	1000118	2024-01-03	U	XBB.1.16.27	0.00224311	2024-01-10
LAB0000119	1000118	2024-01-03	U	GK.1.10	0.00112654	2024-01-10
LAB0000119	1000118	2024-01-03	U	XDF	0.00124756	2024-01-10
LAB0000119	1000118	2024-01-03	U	JD.1.1.1	0.00121921	2024-01-10
LAB0000119	1000118	2024-01-03	U	JG.3.4	0.00168203	2024-01-10
LAB0000119	1000118	2024-01-03	U	XBB.1.21	0.00131139	2024-01-10
LAB0000119	1000118	2024-01-03	U	BA.2.72	0.00178119	2024-01-10
LAB0000119	1000118	2024-01-03	U	GK.1.11.1	0.00120065	2024-01-10
LAB0000119	1000118	2024-01-03	U	BG.1	0.0014453	2024-01-10
LAB0000119	1000118	2024-01-03	U	GK.1.1.1	0.00111041	2024-01-10
LAB0000119	1000118	2024-01-03	U	BA.2.68	0.00195303	2024-01-10
LAB0000119	1000118	2024-01-03	U	EG.2.4	0.00099181	2024-01-10
LAB0000119	1000118	2024-01-03	U	FE.1.1.4	0.0012957	2024-01-10
LAB0000119	1000118	2024-01-03	U	HK.11.1	0.00133352	2024-01-10
LAB0000119	1000118	2024-01-03	U	KJ.1	0.00124912	2024-01-10
LAB0000119	1000118	2024-01-03	U	XBB.2.10	0.00110182	2024-01-10
LAB0000119	1000118	2024-01-03	U	JD.1.1.5	0.00109805	2024-01-10
LAB0000119	1000118	2024-01-03	U	BA.2.86.3	0.001121	2024-01-10
LAB0000119	1000118	2024-01-03	U	JN.9	0.00107634	2024-01-10
LAB0000119	1000118	2024-01-03	U	BA.2.37	0.00133641	2024-01-10
LAB0000119	1000118	2024-01-03	U	FP.2.1.1	0.00169335	2024-01-10
LAB0000119	1000118	2024-01-03	U	unreportable	0.08773153	2024-01-10
LAB0000120	1000119	2024-01-04	L	JN.1	0.70538813	2024-01-10
LAB0000120	1000119	2024-01-04	L	XDD	0.05834311	2024-01-10
LAB0000120	1000119	2024-01-04	L	HV.1	0.03611868	2024-01-10
LAB0000120	1000119	2024-01-04	L	HV.1.1	0.04510349	2024-01-10
LAB0000120	1000119	2024-01-04	L	XDK	0.05980937	2024-01-10
LAB0000120	1000119	2024-01-04	L	HK.23	0.02479726	2024-01-10
LAB0000120	1000119	2024-01-04	L	EG.5.1.4	0.01018464	2024-01-10
LAB0000120	1000119	2024-01-04	L	JN.2	0.01006435	2024-01-10
LAB0000120	1000119	2024-01-04	L	JN.7	0.00156773	2024-01-10
LAB0000120	1000119	2024-01-04	L	XCM	0.00187443	2024-01-10
LAB0000120	1000119	2024-01-04	L	HK.17	0.00227949	2024-01-10
LAB0000120	1000119	2024-01-04	L	EG.2.3	0.00129863	2024-01-10
LAB0000120	1000119	2024-01-04	L	FL.2.2	0.00126469	2024-01-10
LAB0000120	1000119	2024-01-04	L	KB.1	0.00097559	2024-01-10
LAB0000120	1000119	2024-01-04	L	HK.22	0.00083692	2024-01-10
LAB0000120	1000119	2024-01-04	L	EG.2.4	0.00089247	2024-01-10
LAB0000120	1000119	2024-01-04	L	HK.20	0.00076254	2024-01-10
LAB0000120	1000119	2024-01-04	L	FL.35.1	0.00093319	2024-01-10
LAB0000120	1000119	2024-01-04	L	XCY	0.0007444	2024-01-10
LAB0000120	1000119	2024-01-04	L	unreportable	0.03676088	2024-01-10
LAB0000121	1000120	2024-01-04	W	JN.1	0.70094827	2024-01-10
LAB0000121	1000120	2024-01-04	W	HV.1	0.07214714	2024-01-10
LAB0000121	1000120	2024-01-04	W	XDD	0.02809854	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.5.1.6	0.03705522	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.5.1	0.03890453	2024-01-10
LAB0000121	1000120	2024-01-04	W	XDF	0.01546626	2024-01-10
LAB0000121	1000120	2024-01-04	W	JN.2	0.01869671	2024-01-10
LAB0000121	1000120	2024-01-04	W	HK.30	0.0168841	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.2	0.00404491	2024-01-10
LAB0000121	1000120	2024-01-04	W	HK.23	0.00462167	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.2.3	0.00267931	2024-01-10
LAB0000121	1000120	2024-01-04	W	HK.9	0.00229097	2024-01-10
LAB0000121	1000120	2024-01-04	W	FL.22	0.00155188	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.5.1.10	0.00162625	2024-01-10
LAB0000121	1000120	2024-01-04	W	FL.29	0.00180929	2024-01-10
LAB0000121	1000120	2024-01-04	W	HK.17	0.00163274	2024-01-10
LAB0000121	1000120	2024-01-04	W	JG.1	0.00155044	2024-01-10
LAB0000121	1000120	2024-01-04	W	JN.1.3	0.00113902	2024-01-10
LAB0000121	1000120	2024-01-04	W	HK.15	0.00134661	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.2.4	0.00095445	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.5.1.18	0.00118954	2024-01-10
LAB0000121	1000120	2024-01-04	W	FL.1.5.2	0.00099201	2024-01-10
LAB0000121	1000120	2024-01-04	W	HK.7	0.00097191	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.9	0.00122949	2024-01-10
LAB0000121	1000120	2024-01-04	W	HU.2	0.00118216	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.6	0.00105481	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.5.1.9	0.00073432	2024-01-10
LAB0000121	1000120	2024-01-04	W	FL.4.9	0.00080262	2024-01-10
LAB0000121	1000120	2024-01-04	W	EG.8	0.0010648	2024-01-10
LAB0000121	1000120	2024-01-04	W	BA.2.86.5	0.00093809	2024-01-10
LAB0000121	1000120	2024-01-04	W	unreportable	0.03639196	2024-01-10
LAB0000122	1000121	2024-01-04	B	JN.1	0.5845703	2024-01-10
LAB0000122	1000121	2024-01-04	B	HV.1	0.14035698	2024-01-10
LAB0000122	1000121	2024-01-04	B	XDD	0.15151466	2024-01-10
LAB0000122	1000121	2024-01-04	B	JN.2	0.05157935	2024-01-10
LAB0000122	1000121	2024-01-04	B	HV.1.1	0.02966217	2024-01-10
LAB0000122	1000121	2024-01-04	B	XBB.1.41	0.00169663	2024-01-10
LAB0000122	1000121	2024-01-04	B	EG.10	0.00155425	2024-01-10
LAB0000122	1000121	2024-01-04	B	XBB.2.9	0.00135672	2024-01-10
LAB0000122	1000121	2024-01-04	B	EG.2.3	0.00152502	2024-01-10
LAB0000122	1000121	2024-01-04	B	EG.5.1.4	0.00148434	2024-01-10
LAB0000122	1000121	2024-01-04	B	GN.5	0.0009722	2024-01-10
LAB0000122	1000121	2024-01-04	B	XBB.1.19	0.00085469	2024-01-10
LAB0000122	1000121	2024-01-04	B	XBB.1.15.1	0.00075168	2024-01-10
LAB0000122	1000121	2024-01-04	B	XBB.1.41.2	0.00118271	2024-01-10
LAB0000122	1000121	2024-01-04	B	EG.2.4	0.00084126	2024-01-10
LAB0000122	1000121	2024-01-04	B	EG.14	0.00061825	2024-01-10
LAB0000122	1000121	2024-01-04	B	XBB.1.5.43	0.00102332	2024-01-10
LAB0000122	1000121	2024-01-04	B	GC.1	0.00152515	2024-01-10
LAB0000122	1000121	2024-01-04	B	XDK	0.00088673	2024-01-10
LAB0000122	1000121	2024-01-04	B	BA.2.86.3	0.00129866	2024-01-10
LAB0000122	1000121	2024-01-04	B	unreportable	0.02474495	2024-01-10
LAB0000123	1000122	2024-01-04	H	JN.1	0.71621804	2024-01-10
LAB0000123	1000122	2024-01-04	H	EG.5.1.13	0.05057948	2024-01-10
LAB0000123	1000122	2024-01-04	H	EG.5.1.8	0.04656585	2024-01-10
LAB0000123	1000122	2024-01-04	H	JN.1.1	0.05346825	2024-01-10
LAB0000123	1000122	2024-01-04	H	JN.1.1.1	0.02689549	2024-01-10
LAB0000123	1000122	2024-01-04	H	HV.1.1	0.02429318	2024-01-10
LAB0000123	1000122	2024-01-04	H	HV.1	0.01810059	2024-01-10
LAB0000123	1000122	2024-01-04	H	JN.10	0.01180385	2024-01-10
LAB0000123	1000122	2024-01-04	H	EG.5.1.9	0.01514542	2024-01-10
LAB0000123	1000122	2024-01-04	H	EG.5.1.4	0.00537997	2024-01-10
LAB0000123	1000122	2024-01-04	H	JN.3	0.00418578	2024-01-10
LAB0000123	1000122	2024-01-04	H	JD.1.1.6	0.00189625	2024-01-10
LAB0000123	1000122	2024-01-04	H	EG.2.3	0.00114652	2024-01-10
LAB0000123	1000122	2024-01-04	H	HV.1.7	0.00116501	2024-01-10
LAB0000123	1000122	2024-01-04	H	XCP	0.00113896	2024-01-10
LAB0000123	1000122	2024-01-04	H	JF.1.1.1	0.00134808	2024-01-10
LAB0000123	1000122	2024-01-04	H	JN.1.3	0.00112389	2024-01-10
LAB0000123	1000122	2024-01-04	H	unreportable	0.0195454	2024-01-10
LAB0000124	1000123	2024-01-04	A	JN.1	0.77134345	2024-01-10
LAB0000124	1000123	2024-01-04	A	HN.1	0.08409642	2024-01-10
LAB0000124	1000123	2024-01-04	A	FL.1.4	0.05466293	2024-01-10
LAB0000124	1000123	2024-01-04	A	FL.1.5.1	0.03237045	2024-01-10
LAB0000124	1000123	2024-01-04	A	HN.5	0.00993976	2024-01-10
LAB0000124	1000123	2024-01-04	A	JN.3	0.00371833	2024-01-10
LAB0000124	1000123	2024-01-04	A	JN.2.1	0.00273201	2024-01-10
LAB0000124	1000123	2024-01-04	A	XDD	0.002847	2024-01-10
LAB0000124	1000123	2024-01-04	A	HN.2	0.00139926	2024-01-10
LAB0000124	1000123	2024-01-04	A	FL.35.1	0.00114505	2024-01-10
LAB0000124	1000123	2024-01-04	A	EG.2.3	0.00122667	2024-01-10
LAB0000124	1000123	2024-01-04	A	JN.9	0.00128584	2024-01-10
LAB0000124	1000123	2024-01-04	A	HN.3	0.00138079	2024-01-10
LAB0000124	1000123	2024-01-04	A	FL.38	0.00117409	2024-01-10
LAB0000124	1000123	2024-01-04	A	HN.7	0.00118098	2024-01-10
LAB0000124	1000123	2024-01-04	A	unreportable	0.02949699	2024-01-10
LAB0000125	1000124	2024-01-05	X	JN.1	0.67713197	2024-01-10
LAB0000125	1000124	2024-01-05	X	XDK	0.07311146	2024-01-10
LAB0000125	1000124	2024-01-05	X	HV.1.1	0.03933617	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1	0.04282465	2024-01-10
LAB0000125	1000124	2024-01-05	X	EG.5.1.8	0.03062434	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1.1	0.02346536	2024-01-10
LAB0000125	1000124	2024-01-05	X	XBB.1.16.24	0.00436881	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1.1.1	0.00444797	2024-01-10
LAB0000125	1000124	2024-01-05	X	XBB.2.9	0.003909	2024-01-10
LAB0000125	1000124	2024-01-05	X	FW.1	0.00286288	2024-01-10
LAB0000125	1000124	2024-01-05	X	FL.1.5.2	0.00398233	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1.1.6	0.00275479	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1.1.5	0.00244054	2024-01-10
LAB0000125	1000124	2024-01-05	X	XCY	0.00198346	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1.1.2	0.00182428	2024-01-10
LAB0000125	1000124	2024-01-05	X	JD.1.1.4	0.0017522	2024-01-10
LAB0000125	1000124	2024-01-05	X	FL.2.3.1	0.0018505	2024-01-10
LAB0000125	1000124	2024-01-05	X	FL.29	0.00160293	2024-01-10
LAB0000125	1000124	2024-01-05	X	XBB.2.10	0.00154771	2024-01-10
LAB0000125	1000124	2024-01-05	X	FL.22	0.00166935	2024-01-10
LAB0000125	1000124	2024-01-05	X	HV.1.5	0.0019066	2024-01-10
LAB0000125	1000124	2024-01-05	X	FE.1.1.5	0.00180703	2024-01-10
LAB0000125	1000124	2024-01-05	X	JF.1	0.00101161	2024-01-10
LAB0000125	1000124	2024-01-05	X	JN.9	0.00077384	2024-01-10
LAB0000125	1000124	2024-01-05	X	HV.1.6	0.00141164	2024-01-10
LAB0000125	1000124	2024-01-05	X	FL.9	0.00086391	2024-01-10
LAB0000125	1000124	2024-01-05	X	XCV	0.00103303	2024-01-10
LAB0000125	1000124	2024-01-05	X	unreportable	0.06770165	2024-01-10
LAB0000126	1000125	2024-01-05	Q	JN.1	0.97354827	2024-01-10
LAB0000126	1000125	2024-01-05	Q	XDD	0.01252826	2024-01-10
LAB0000126	1000125	2024-01-05	Q	HV.1.7	0.0013733	2024-01-10
LAB0000126	1000125	2024-01-05	Q	JN.1.3	0.00162359	2024-01-10
LAB0000126	1000125	2024-01-05	Q	JN.9	0.00115154	2024-01-10
LAB0000126	1000125	2024-01-05	Q	FL.1.5.2	0.00083802	2024-01-10
LAB0000126	1000125	2024-01-05	Q	unreportable	0.00893702	2024-01-10
LAB0000127	1000126	2024-01-04	C	JN.1	0.91338918	2024-01-10
LAB0000127	1000126	2024-01-04	C	HV.1	0.01311367	2024-01-10
LAB0000127	1000126	2024-01-04	C	BA.2.86.1	0.01109489	2024-01-10
LAB0000127	1000126	2024-01-04	C	EG.2	0.01193433	2024-01-10
LAB0000127	1000126	2024-01-04	C	HF.1	0.00316852	2024-01-10
LAB0000127	1000126	2024-01-04	C	JN.2.1	0.00441235	2024-01-10
LAB0000127	1000126	2024-01-04	C	EG.2.2	0.00220662	2024-01-10
LAB0000127	1000126	2024-01-04	C	HV.1.6	0.00224063	2024-01-10
LAB0000127	1000126	2024-01-04	C	EG.5.1.9	0.00202777	2024-01-10
LAB0000127	1000126	2024-01-04	C	EG.2.3	0.00153331	2024-01-10
LAB0000127	1000126	2024-01-04	C	BA.2.86.3	0.00208038	2024-01-10
LAB0000127	1000126	2024-01-04	C	KJ.1	0.00142884	2024-01-10
LAB0000127	1000126	2024-01-04	C	JR.1.1	0.00145831	2024-01-10
LAB0000127	1000126	2024-01-04	C	EG.2.4	0.00113031	2024-01-10
LAB0000127	1000126	2024-01-04	C	unreportable	0.02878089	2024-01-10
LAB0000128	1000127	2024-01-04	O	JN.1	0.72264728	2024-01-10
LAB0000128	1000127	2024-01-04	O	XDD	0.07720924	2024-01-10
LAB0000128	1000127	2024-01-04	O	JN.1.1	0.05418933	2024-01-10
LAB0000128	1000127	2024-01-04	O	JD.1.1	0.04797645	2024-01-10
LAB0000128	1000127	2024-01-04	O	JN.10	0.02226739	2024-01-10
LAB0000128	1000127	2024-01-04	O	JD.1	0.00698797	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.22	0.00488328	2024-01-10
LAB0000128	1000127	2024-01-04	O	HV.1	0.00254277	2024-01-10
LAB0000128	1000127	2024-01-04	O	JD.1.1.6	0.00223967	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.1.5.2	0.00256436	2024-01-10
LAB0000128	1000127	2024-01-04	O	JN.1.1.1	0.00178797	2024-01-10
LAB0000128	1000127	2024-01-04	O	JD.1.2.2	0.00264424	2024-01-10
LAB0000128	1000127	2024-01-04	O	BA.2.86.5	0.00204993	2024-01-10
LAB0000128	1000127	2024-01-04	O	KC.1	0.00150812	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.2.3.1	0.00251927	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.35	0.00144567	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.27	0.00182181	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.29	0.00158946	2024-01-10
LAB0000128	1000127	2024-01-04	O	XCP	0.00190589	2024-01-10
LAB0000128	1000127	2024-01-04	O	JD.1.2.1	0.00192126	2024-01-10
LAB0000128	1000127	2024-01-04	O	HV.1.7	0.00138606	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.6	0.00116635	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.4.6	0.00145966	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.18	0.00113539	2024-01-10
LAB0000128	1000127	2024-01-04	O	FL.30	0.00187438	2024-01-10
LAB0000128	1000127	2024-01-04	O	BA.2.86.3	0.00112265	2024-01-10
LAB0000128	1000127	2024-01-04	O	unreportable	0.02915414	2024-01-10
LAB0000129	1000128	2024-01-03	N	JN.1	0.4653678	2024-01-10
LAB0000129	1000128	2024-01-03	N	HV.1	0.14190847	2024-01-10
LAB0000129	1000128	2024-01-03	N	XDA	0.08025599	2024-01-10
LAB0000129	1000128	2024-01-03	N	JN.1.1	0.07446764	2024-01-10
LAB0000129	1000128	2024-01-03	N	BA.2.86	0.06834694	2024-01-10
LAB0000129	1000128	2024-01-03	N	XDK	0.0464172	2024-01-10
LAB0000129	1000128	2024-01-03	N	FW.1	0.02184787	2024-01-10
LAB0000129	1000128	2024-01-03	N	XDD	0.02380148	2024-01-10
LAB0000129	1000128	2024-01-03	N	XBB.1.16.12	0.02404944	2024-01-10
LAB0000129	1000128	2024-01-03	N	EG.5.1.6	0.01281723	2024-01-10
LAB0000129	1000128	2024-01-03	N	XDJ	0.0056984	2024-01-10
LAB0000129	1000128	2024-01-03	N	XBB.1.16.25	0.00257311	2024-01-10
LAB0000129	1000128	2024-01-03	N	XBB.1.37.1	0.00132629	2024-01-10
LAB0000129	1000128	2024-01-03	N	HV.1.6	0.00191897	2024-01-10
LAB0000129	1000128	2024-01-03	N	KJ.1	0.00130776	2024-01-10
LAB0000129	1000128	2024-01-03	N	FW.3	0.0012448	2024-01-10
LAB0000129	1000128	2024-01-03	N	JQ.1	0.00161874	2024-01-10
LAB0000129	1000128	2024-01-03	N	FU.5	0.00133024	2024-01-10
LAB0000129	1000128	2024-01-03	N	BA.2.86.5	0.00125689	2024-01-10
LAB0000129	1000128	2024-01-03	N	XBB.1.16.18	0.0017063	2024-01-10
LAB0000129	1000128	2024-01-03	N	unreportable	0.02073846	2024-01-10
LAB0000130	1000129	2024-01-03	V	JN.1	0.66285243	2024-01-10
LAB0000130	1000129	2024-01-03	V	XDK	0.04608563	2024-01-10
LAB0000130	1000129	2024-01-03	V	JN.1.1	0.05240908	2024-01-10
LAB0000130	1000129	2024-01-03	V	HV.1.1	0.04078389	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.5.1.4	0.03604851	2024-01-10
LAB0000130	1000129	2024-01-03	V	FL.35.1	0.03985862	2024-01-10
LAB0000130	1000129	2024-01-03	V	XDD	0.03056305	2024-01-10
LAB0000130	1000129	2024-01-03	V	HV.1	0.02105592	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.5.1.6	0.02035071	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.2	0.01414717	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.2.3	0.00301238	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.6.1	0.00195984	2024-01-10
LAB0000130	1000129	2024-01-03	V	XCV	0.0010663	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.2.4	0.00181506	2024-01-10
LAB0000130	1000129	2024-01-03	V	JR.1.1	0.00090101	2024-01-10
LAB0000130	1000129	2024-01-03	V	EG.2.5	0.00100587	2024-01-10
LAB0000130	1000129	2024-01-03	V	KJ.1	0.0009645	2024-01-10
LAB0000130	1000129	2024-01-03	V	FY.1.4.1	0.00108291	2024-01-10
LAB0000130	1000129	2024-01-03	V	unreportable	0.0240371	2024-01-10
LAB0000131	1000130	2024-01-04	N	JN.1	0.49200434	2024-01-10
LAB0000131	1000130	2024-01-04	N	XDD	0.17349247	2024-01-10
LAB0000131	1000130	2024-01-04	N	HV.1	0.1578735	2024-01-10
LAB0000131	1000130	2024-01-04	N	XDK	0.04100952	2024-01-10
LAB0000131	1000130	2024-01-04	N	XDA	0.02283542	2024-01-10
LAB0000131	1000130	2024-01-04	N	HK.12	0.03301297	2024-01-10
